id,type,text,label
1114,phishing,Yuk dengerin secara langsung update keseharian Seleb dr Blog Suaranya! Tlp *5094* GRATIS 3hr lalu Rp2500/mgg.CS:838. VAS280,1
1115,safe,wah mantap(ok) btw nge-cc perihal sponsor jg ya osnnya.. semoga yg terbaik utk kemakom,0
1116,safe,nama1 udah diperpus nama1.. yuk kesini tika tugu diperpus ya,0
1117,phishing,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Kenalan tanpa batas dan BONUS GRATIS NELPON 60 menit, hub *955*1# lalu YA/OK",1
1118,phishing,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",1
1119,phishing,"Jika anda bermasalah dgn CC/KT@, stres dgn bunga, pelunasan disc s/d 75%. Hub: ATY 082134976289(wa)/087888869297. LEGAL",1
1120,phishing,PESAN RESMI Selamat No Simcard Anda M-dptkan Hadiah Cek Rp.100juta dr TRI CARE Pin: 7Y7R8K9Z Info Kelik: www.gebyar3care15.blogspot.com,1
1121,safe,"Bentar lg ke gik, buru2 ga? Kalo buru2 nitip yg ngontrak ipc aj",0
1122,phishing,PEMBERITAHUAN: Akaun TNG eWallet anda telah digantung atas sebab keselamatan. Sila verifikasi maklumat di sini: <link>.,1
1123,phishing,RM0.00 GoPayz : Your OTP is 443192. You requested to sign in GoPayz on 28 Sep 2020 01:35:06.,1
1124,safe,Mgkin periksa nama id di view jg sep,0
1125,safe,"Selamat pagi pak, untuk data table yg dibutuhkan sudah saya email. Apakah email saya msk Pak?",0
1126,safe,"takut macam nanti bercampur campur arrangements, berterabur nanti",0
1127,phishing,"PEMENANG!! Sebagai pelanggan rangkaian yang dihargai, anda telah dipilih untuk menerima hadiah ganjaran RM900! Untuk menuntut, sila layari pautan: https://myd1gi.com.my",1
1128,phishing,"2016-07-08 11:47:11.Plg Yth, sisa kuota Flash Anda 478KB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",1
1129,safe,Gaaais dlm semenit aja aku jd nasabah btpn wkwk,0
1130,phishing,"DISKON 30RIBU khusus pelanggan baru Grab di Bandung. Berlaku 3x: kode promo URANGBANDUNG. Tak usah repot jalanan macet dan susah parkir, Hayu ngeGrab we atuh!",1
1131,phishing,Aslm… saya sepupu jauh awak… saya kena langgar motor… sekarang kat ward… boleh bantu sikit utk bil hospital?,1
1132,safe,*ngsih bunga ato coklat min,0
1133,safe,"Murah nuy 30seorang, drpd naik angkot bisa 15rebu, belum ngetem, macet, gt",0
1134,phishing,PT.TRI CARE Selamat!!! simcard anda mendapatkan hadiah 1 Unit TOYOTA AVANZA Dengan pin: (F8HJ7TL) untuk info klik: www.hadiah-tri3care2016.blogspot.co.id,1
1135,safe,"kalau hari jumaat, diorang wfh or not?",0
1136,phishing,Selamat Anda mendapatkan voucher Berrybenka Rp100rb. Masukkan kode voucher TW96d saat transaksi di www.berrybenka.com/simPATI. Mau voucher lain? Hub *999*1#,1
1137,phishing,"Assalamualaikum, ini pihak Pejabat Zakat Malaysia. Anda layak menerima bantuan khas RM3500 namun maklumat bank anda tidak lengkap. Sila kemas kini sebelum jam 6 petang: <link>",1
1138,phishing,"RM0 Bank Negara Malaysia: Akaun bank anda telah disekat kerana terdapat transaksi mencurigakan ke luar negara. Untuk mengelakkan pembekuan kekal, sila verify akaun anda dalam masa 1 jam: https://bnmm-co.com",1
1139,safe,Minggunya pengen ke lembang git seharian ngubek bandung :(,0
1140,safe,Belum de.. Saya kagi nyoba ngejar..,0
1141,safe,aku memang suggest dia buat in table pun sebab lagi mudah baca sebab dia punya part list out components bagai semua tu. tapi halamak susun la mat,0
1142,safe,Iya kan file terkahir itu data_pasien. -_-,0
1143,phishing,"Gratis 120 menit Nelpon ke Sesama Indosat, 120 SMS ke Sesama Indosat&12 MB Internet slma 12 JAM tiap Isi Ulang 12 Rb.IsiUlang pulsamu 12Rb &Nikmati GRATISANnya",1
1144,phishing,Slmt no anda resmi m/dpt hdiah Rp100jt DRI PT MKIOS pmenang ke2 pin anda[M2577] u/info;hub.pak.H RISAL DERMAWAN 0822-9399-7119 MKIOS,1
1145,phishing,PT.MTRONIK Berkah isi ulang pulsa m.tronik no. anda m-dptkan hadiah ke-2 dengan pin pemenang(25e477r) u/info klik; www.undianmtronik75.blogspot.com,1
1146,phishing,"Ini, Rekeningnya. Bank BNI No.rek.0277285682 A/n.WAHYUDI ALAMSYAH sms klo sudah dikirim",1
1147,safe,yang senang senang je,0
1148,safe,Iya liat mock up nya maksudnya,0
1149,phishing,Selamat No.SIM Card Anda M-dptkan HADIAH {1} UNIT MOBIL TOYOTA YARIS PIN:8JF2177 U/INFO Hub: 0895343233477 klik www.info-hadiahtricare.blogspot.co.id awas penipuan,1
1150,phishing,TSELpoin 777 kejutan POIN Hadiah Rp.15jt Resmi diberikan 0852212XXXXX PIN-b7Bc247 u/info Hub/CS; PT.TELKOMSEL 021-40467488 021-50219992 Pengirim; +777,1
1151,phishing,dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah. Caranya? Klik www.murahituim3.com/kota1000berkah Program s.d 9 Agustus 2013,1
1152,safe,Waalaikumsalam. Jumat ya pukul 9.,0
1153,phishing,Kirim ke Bank BCA No. Rek : 2731.7942.96 A/n : ANDRIANTO DJUNAEDI usahakan hari ini trms,1
1154,phishing,Akaun WhatsApp anda disyaki melanggar peraturan dan akan dibatalkan secara automatik selepas 12 jam. Sila log masuk ke laman web rasmi: https://whasteapp.my untuk menarik balik sekatan!,1
1155,phishing,Surat Keputusan: No.VII/T-3/16. Kode Undian: 94ad653 Selamat No.Anda mendpt Hadiah CEK TUNAI Rp.45Jt U/Info Kunjungi; www.gebyartricare.co.vu,1
1156,phishing,"Tolong uangnya dikirim aja kesini BANK DANAMON a/n Farida hanum No rek. 0035-3918- 4014 SMS aja klo udah dikirim, Trims",1
1157,safe,"Wkwk tumben kar biasanya masing2 punya sendiri kar, sampe yg sewarna ada 3",0
1158,safe,"Oke nama1, nanti udah beres bimbingan aku kesana",0
1159,safe,okeeii,0
1160,phishing,Anda akan berhenti berlangganan Paket Flash. Ketik FLASH<spasi>YA jika setuju. Tunggu SMS konfirmasi penonaktifan Paket Anda,1
1161,safe,Edan edan nama1 semoga menjadi keluarga samawa,0
1162,phishing,RM0 Ambank: Kemaskini sistem memerlukan anda verify akses online. Akaun akan digantung dalam masa 30 minit jika tiada tindakan. Sahkan di: <link>,1
1163,safe,"nama1 udh nama1 transfer, maacih nur 😊",0
1164,phishing,"Transfer ke Mandiri aja, a/n Resti Amanda norek 9000007701999",1
1165,safe,Kan dia masih gatau ngeditnya kek gmn haha,0
1166,phishing,"Aslm… Saya kenalan family awak, baru kena accident, sekarang kat hospital… boleh bantu sikit kewangan? memang urgent 😢",1
1167,safe,"[ TINJAUAN BERKENAAN BENCANA BANJIR UNIKL MIIT 2025 ]
Assalamualaikum, Salam Sejahtera dan Salam We Are UniKL,
Kepada mahasiswa UniKL MIIT,
Campus Lifestyle Section (CLs) dengan kerjasama Student Representative Committee 2025 (SRC) melalui Exco Welfare and Accommodation sedang menjalankan tinjauan berkenaan pelajar yang menghadapi bencana banjir di kawasan tempat tinggal.
Tujuan tinjauan ini diadakan adalah untuk mengumpul maklumat dan mendapatkan gambaran keperluan mengenai pelajar yang terkesan untuk membantu mereka yang memerlukan.
Sebarang pertanyaan dan aduan boleh hubungi: <phone>
Sekian, terima kasih.",0
1168,safe,sudahh tapi tak siap lagi,0
1169,phishing,Your Netflix account will be suspended due to failed payment. Update billing to continue service: <link>,1
1170,phishing,"Surat Keputusan dari Tri Care INDONESIA No.XV/2016 PIN_PEMENANG ANDA.HH25H77 Mendapatkan Hadiah 1 Unit Mobil Honda Jazz RS,U/Info Klik:http//tri-2016.webnode.com/",1
1171,phishing,"Yuk Ikuti akun dakwah, caranya: ketik IKUT [spasi] AkuCintaIslam kirim ke 082110001021.",1
1172,safe,tengok dulu sebab khamis ada kelas,0
1173,safe,"Ada yg tdk bisa jam tertentu? Kemungkinan pagi jam 8, tapi nanti diumumkan.",0
1174,safe,berbelit,0
1175,phishing,"Ayo kawal pemanfaatan subsidi BBM & Kompensasi bagi yang berhak! Pengaduan, ketik BBM (spasi) isi pesan. Kirim 1708",1
1176,phishing,3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com,1
1177,safe,"sok saya bebas gmna kalian, bsok hayu , jumat oke",0
1178,safe,haahh memang banyak documentation,0
1179,phishing,"TOGEL SGP EDISI SENIN 10/06/2013 ANGKA JITU 40,76,65,53,89 di jamin tbs,stlh tbs anda harus krim plsa 100rb sebagai maharnya dkrm ke no; 082329969711 KI KARSO",1
1180,safe,"hi hi, kita pernah kerja sama dulu kan?? lama tak sembang weh 😄",0
1181,phishing,"Plg Yth No,simcard anda men-dptkan 1'unit TOYOTA ALL NEW YARIS di GEBYAR TRIcare.pin pmnang 8JF2177. U/info hub:089676547727 atau klik:www.data-tricare.jimdo.com ",1
1182,phishing,SLMT!!! NO anda m-dpt mobil AVANZA dr kartu AS di undi td malam di metro TV pkl : 23.00 wib u/info klik : www.telkomsell.jimdo atau/Hub : 0016285286552555,1
1183,phishing,"Ayam (sayap/paha bawah), Nasi, Perkedel Rp. 19.545. GRATIS Teh Pucuk. Tukar SMS ini di CFC HASAN SADIKIN hari ini. Selama Persediaan msh ada. Promo *606#",1
1184,phishing,"MEGA CELL Cari agen pulsa 1 Cip ke semua Operator Harga : V.5 = 4000 V.10 =8000 V.20 =16rb, dll Berminat ketik INFO kirim ke :085352444400",1
1185,safe,Asal pagi pagi ya.. Bjam 10an saya sudah ke jakarta..,0
1186,safe,Biasanya dia bukannya ke subang ya kalo weekend,0
1187,phishing,Mau nonton bioskop gratis bersama keluarga? Cigna berikan khusus untuk Anda. Tunggu telepon dari kami. Info Cigna Klik bit.ly/tentangCIGNA,1
1188,safe,issokayy no worries,0
1189,phishing,"Naik Lebih Sering, Hemat Lebih Banyak bersama GRAB! Cukup lakukan 1 perjalanan biasa dengan GRABCAR atau GRABTAXI dan kamu akan OTOMATIS mendapatkan diskon di perjalanan berikutnya! Nikmati diskon bertahap hinga 35ribu/trip, ayo coba dan buktikan!",1
1190,phishing,"Isi ulang Kuota++ 3GB berhasil, dan kuota tlh ditambahkan. Nikmati juga BONUS NELPON ke semua Tri Rp10rb, cek bonus di *111*2# atau BimaTri.",1
1191,safe,Oiya ya nama1 ih knapa bsa begitu?sayang bgt tabungannya :(,0
1192,safe,Nanti aku siaraan diil,0
1193,phishing,PT.TRI No.V11-3/16 Slamat No.SimCARD Anda mraih CEK TUNAI Rp.35Jt Program ISI ULANG PULSA Pin:M902CX8J Info Klik: www.Bonus3tri.com,1
1194,phishing,"Hi encik/cik, kami dari unit pemprosesan e-Refund LHDN. Terdapat lebihan cukai RM312.40 yang belum dikreditkan kerana butiran akaun tidak sah. Kemas kini maklumat anda di portal rasmi: https://lhdn-malaysia-refund.com",1
1195,phishing,"Mau cepat dan ga mau ribet cek pulsa & sisa kuota internetmu? Yuk download aplikasi myCare sekarang juga, atau akses di https://mycare.indosatooredoo.com",1
1196,phishing,"Uangnya dikirim aja ke Rekening ini, BankBNI a/n SAFITRI  No.Rekening 0282566132",1
1197,safe,and aku cam ??? the only thing yang memalukan is that pemikiran of yours,0
1198,safe,Maafin ya guys gak hari ini huhuhu,0
1199,phishing,"PT.INDOFOOD.tbk menyampaikan bahwa anda telah resmi menangkan uang Rp.49jt dari pop mie No.PIN XY7QD77, Info lengkap Klik www.undianindofood-tbk.jimdo.com",1
1200,phishing,"PROMO: Beli paket Flash mulai 3,5GB di My Telkomsel App dpt extra paket 1GB midnight (00-09). Buruan, promo terbatas! S&K",1
1201,phishing,INFO RESMI PT.TRI.3 SimCard anda Resmi M-dptkan Hadiah MOBIL MAZDA-2 KODE PIN: E2747MLB Info Hub: 08996913677 KLIK: www.inforesmi3care.com,1
1202,safe,"Oke, Senin deh ya ke kantor. Aku sms bapa. Laporan nyusul aja gt mengingat di laporan jg ada lampiran dan revisi penguji*",0
1203,safe,Iya kar lg dikosan nih. Numpang ap?,0
1204,safe,nama1;Graha Desila kmr 14 Lt.2;Aqua;20000(kembalian),0
1205,phishing,Anda akan mengaktifkan Paket BBM Gratis berlaku 30 hari dari pertama kali aktivasi. Ketik FLASH (spasi) YA untuk melanjutkan,1
1206,safe,Waalaikumsalamin apa yg dpt saya bantu min?,0
1207,safe,"Yang ada waktu luang besok pada futsal ya jam 4 di sampoerna, s Jangan ngaret",0
1208,safe,Merica jeruk nipis aku ajaa,0
1209,phishing,Tingkatkan nilai isi ulang Anda selanjutnya minimal RM100 untuk mendapatkan Paket MURAH di *100*999#. Info 188.,1
1210,phishing,"LINE Lets Get Rich semakin seru, tambah koinnya dari pulsamu, mudah banget caranya di google play",1
1211,phishing,"Sy Dr.Rimbawan(Dirmawa IPB)Yth,Jajang Roni Aunul Kholik(NIM:E14090090)Di minta Hbngi Skrng Prof.Dr.Ir.Yonny Koesmaryono,MS.0819882923.Di Tunjuk Hadir Seminar Pengembangan Karakter Mahasiswa Dari Dikti Tgl 14/15 April di Htl Nusa Dua Bali,Trims.",1
1212,phishing,"PROMO LEBARAN.Paket Service Motor+Olie HANYA 35rb(harga biasa Rp42rb)ada di Genuine Oil+GOP SHOP,Info 088980007432berlaku 15jui-15aug2013.www.genuineoil.co.id",1
1213,phishing,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N;ABDULLAH HP;081389909777",1
1214,safe,"Bisa kurang dari 15rb ga Pak, sebelumnya kita pernah acara sama bebek komar sekitar iti 13.5rb awal tahun 2015",0
1215,phishing,Jika anda butuh ANGKA jitu GAIB 2D_3D_4D_SGP Yang dijamin 99% tembus. Silahkan SMS 085337807887 MASTERTOGEL,1
1216,phishing,RM0 TNG eWallet: 6982 mata ganjaran anda akan tamat tempoh tidak lama lagi. Tebus barangan di kedai TNG eWallet: https://touchngoing.click/my (Ditaja oleh TikTok).,1
1217,phishing,"Mau ekstra telpon, SMS, Internetan (S&K berlaku)? Ikuti surveu singkat tentang aplikasi musik s/d 3 September. Klik: http://tsel.me/mulu",1
1218,phishing,"Selamat petang, saya agen hartanah. Ada pembeli cash looking for unit sekitar kawasan anda. Boleh respond di: <link>.",1
1219,phishing,"Hanya HARI ini! Freedom Combo XL Cuma Rp 89rb (Normal Rp 149rb) 20GB Music streaming gak pake kuota, UNLIMITED Nelp&SMS. Daftar *123#",1
1220,safe,"saya beri opsi untuk nabung nilai, jadi kontraknya semester depan dan nilai dimasukkan ke semester tsb.",0
1221,phishing,"Ayo anak Medan, beli sticker line dengan pulsamu Caranya klik http://www.telkomsel.com/linestore nama stickernya : Kedan Medan",1
1222,safe,ehh ni sepupu awak belah mak… lama tak contact 😅 apa khabar sekarang?,0
1223,safe,Tp aku masih lucu ngebayangin kalian pacaran teh hahahaha,0
1224,safe,nama1 helmkuuuu.:'(,0
1225,safe,"gak. saya sih percaya aja, dosa tanggung sendiri hehe. Nilai mobprog sudah selesai, silahkan dicek.",0
1226,safe,Hari kamis saya baru masuk,0
1227,safe,Mohon maaf lahir dan batin ipa3😚😚,0
1228,phishing,"Tri berkongsi kredit bonus di bulan yang penuh barakah ini! Tambah nilai dengan minimum 5,000 kredit dan dapatkan bonus 10,000 kredit untuk menghubungi nombor Tri! Hari ini sahaja! Cepat dan tambah nilai! T496",1
1229,safe,ok nanti saya lihat dengan kehadiran. Siapa lagi yg nyaris2 nilainya?,0
1230,phishing,Bpk/Ibu Mengenai Rekening Anda Terpilih Sebagai Pemenang Cek 35jt Dri BNI U/Info klik www.promobni46.tk Kode Cek 03299757 Hub.085288991559,1
1231,phishing,"Dptkn kesempatan raih hadiah utama mobil Alphard dg cara tukar 500 poin senyum Anda dg 1 kupon Undian s.d tgl 20Jun13,ketik Undian Jmlh Poin ke 7887(Rp25)",1
1232,phishing,Kirimi dulu pulsa 20ewu di no ini 085285485839 Mas Agus,1
1233,safe,nama1 dah selesei blm machine learningnya ?,0
1234,safe,pastu suruh gpt generate jugak,0
1235,safe,Aku mah plg kerumah ketemu ayah mama cukup kok :'),0
1236,phishing,"Hallo Bro, beli koin games pakai pulsamu yuk, mudah banget loh sob, cek http://tsel.me/jajanonline",1
1237,phishing,"Segera dptkan Ijazah D3-S1-S2 Asli Terdaftar & Akreditasi Cepat, Kilat Instan Yang Resmi Silahkan Ke: www.buatijazahs1.wordpress.com Atau Hub:085222999475.Tks",1
1238,safe,"Belum diuji, pa. Insya Allah siang hari ini mau ke kampus, dan mudah2an pa eka nya ada.",0
1239,safe,aku cam terpegun kau dah start keluarkan coding ngan written LR nya cam peh,0
1240,phishing,"Selamat! Anda berhak membeli PAKET PAS untuk Nelpon, SMS, Internetan, Video, dan NSP. Pilih paketnya MULAI Rp500 di *100*999#, hanya berlaku HARI INI! Info: 188",1
1241,safe,Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,0
1242,phishing,"Nomor kamu tidak memiliki Paket NetMax. Dapatkan Paket NetMax 5.5GB dan 7GB melalui hape *123#, aplikasi BimaTri, atau website tri.co.id.",1
1243,safe,"tapi alhamdulillah lah aku punya dia okay je, cuma dia suggest tambah lagi",0
1244,phishing,NASIB:Nutrisi otak slh 1 nya berfikir positif. klo sdh segala hal bs jd ilmu. dpt wallppr di http://m.m4in.biz/r?jXPC42 STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018,1
1245,safe,uish ni kerja apa do,0
1246,safe,kamu sibuk ngapain aja disana ?,0
1247,safe,lupa belum siap kerja lagi,0
1248,safe,kat outline macam kena ado,0
1249,safe,"Baik Pak, berarti nanti Kamis kami ke kantor lagi",0
1250,phishing,"Salam cik,, saya nak beli barang kat shopee tapi tak boleh bayar via shopee.. Boleh cik scan QR code untuk transfer duit dulu?? nnt inshallah saya bayar blk..",1
1251,phishing,Awal bulan saat nya anda eksis lebih lama! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/FL,1
1252,safe,Cape sih tp da susah euy kalo udah pikiran gtu teh,0
1253,safe,atulah aku teh udh ngidam sate maranggi dr bulan puasa 󾌹 naha ka subang teu ngajakan ih,0
1254,phishing,Surat keputusan dari tri care indonesia no.XV\2016 pin pemenang anda 67YTG44 terpilih mendapatkan cek sebesar 45jt info kunjungi www.my-tri8.webnode.com,1
1255,phishing,Pelanggan Yth..M-KIOS CELL Menawarkan pendaftaran Cip M-kios & Token PLN harga pulsa :V5: Rp.4300 V10: 8300 Utk bergabung Ketik INFO kirim ke 089652018503,1
1256,safe,Di kfc belokan setiabudi bawah pom bensin ada colokan gak sih?,0
1257,safe,ml methodology tu,0
1258,safe,"Urang mah kayanya dah jumatan, tapi jam 2an. Mau ke pa lala dulu bentar.",0
1259,phishing,"plgn yth,TRI dan MNCTV sudah mengumumkan nomor anda pada tgl:03-Maret-2015 pagi tapi tdk tersambung jadi saya DESI HERMAWATI Costumer Servis TRI di PLAZA SEMANGGI Lt1 jl,JEND SUDIRMAN KAV50 JKT PST Mengirimkan sms penting sebelum jatuh tempo bahwa nomor simcard tri anda menang undian PESTA INTERNET TRI hadiah ke2 TOYOTA NEW YARIS,PIN anda:2d7id99.Info resmi klik;www.internet-tri.jimdo.com",1
1260,phishing,"Pelanggan yth, Anda mendapatkan hadiah ke (2) dari, POIN PLUS PLUS INDOSAT. Pin pemenang: b89c7h9 info pemenang klik www.indosatpoinplus-7887.webs.com",1
1261,safe,"Pak, indeks nilai B gabisa diturunin lagi pak? Soalnya kemaren saya liat nilai udah B, terus tiba2 turun jadi B- karena penilaiannya pake + -",0
1262,safe,"da gapapa public juga, asal jangan ada yang dimasukin.",0
1263,safe,"Selamatkan diri kalian guys, karna ""nikah bareng"" hanyalah kebaperan sesaat #NaonAriDyah",0
1264,safe,awak punya project ada pakai ML ke?,0
1265,safe,"boleh install sendiri, nanti juga saya bawa installernya.",0
1266,safe,KAU TU,0
1267,phishing,"HARI TERAKHIR! Kunjungi Galeri Smartfren skrng, buat kamu Andromax A 4G jd 99rb (nrml 649rb). Tunggu apa lagi?!Stok terbatas.sd 22Agt.S&K.Info888.DL46J",1
1268,safe,Mau nitip ga saya lagi di gerlong.,0
1269,safe,okeyyy,0
1270,safe,yeee betulll,0
1271,phishing,maaf kami sudah menghubungi tpi tdk tersmbung No.anda resmi meraih hadiah ke-2 dri PT.MKIOS PIN;M248K81 cek pin anda di www.hadiahresmi-mkios29.blogspot.com,1
1272,safe,Iya put alat masak makan mah aku usahain ada,0
1273,phishing,AngpaoPoinSenyum! Dptkan Vchr Lottemart 50rb dg tukar 2500poin (normal 5000poin) sd 11Feb16. Ketik *123*7887*2*5# TERBATAS! Info: www.indosatooredoo.com/angpao,1
1274,safe,tadi kedua,0
1275,phishing,ANDA MAU MENANG TOGEL 100% Tembus pasang shio 7 tunggal angka 07.31.19.43....ingat maharnya pulsa 100rb dikirim ke no 0823...xxx khusus putaran SGP SENIN,1
1276,safe,korang nak tanya,0
1277,safe,aku ingat by the time aku habis mobile tu kau dah balik sudah,0
1278,safe,Besok aku kasihin softfilenya gpp?,0
1279,safe,"Pemakaian internet kamu sdh mencapai batasFUP,kecepatan akan disesuaikan.Lebih EKSIS dgnINTERNETGaul Bulanan Cuma Rp29,900! http://net.axisworld.co.id info838",0
